HarvestYear,ID2,Latitude,Longitude,SampleID,Crop,GrainYieldDryPerArea,BiomassDryPerArea,GrainMoisture,GrainYield125PerArea,CropExists,Comments
2017,38,46.77884900101816,-117.08054000000011,CE38_Bio_SW_2017_21-B,SW,415.14927821522303,859.0469160104985,3.9,441.9446358267716,1.0,
2017,39,46.77911200102652,-117.08012199999816,CE39_Bio_SW_2017_22-B,SW,181.38943569553805,390.7070209973753,3.3,186.43356299212599,1.0,
2017,40,46.77908300102403,-117.07970400000312,CE40_Bio_SW_2017_23-B,SW,234.7030839895013,522.3507217847769,2.2,246.6641650262467,1.0,
2017,41,46.77904700101928,-117.07928600000673,CE41_Bio_SW_2017_24-B,SW,381.9307742782152,812.2949475065617,4.6,404.1382463910761,1.0,
2017,42,46.77911338071858,-117.08870618752239,CE42_Bio_SW_2017_2-C,SW,606.6683070866142,1138.3284120734907,5.0,631.4478756561679,1.0,
2017,43,46.77915300101901,-117.08831800000553,CE43_Bio_SW_2017_3-C,SW,308.52198162729655,549.8277559055118,3.2,319.2847358923884,1.0,
2017,44,46.77912800102582,-117.08790000000225,CE44_Bio_SW_2017_4-C,SW,190.82185039370077,411.21227034120733,3.8,199.39923720472441,1.0,
2017,45,46.77928832933849,-117.08746351328749,CE45_Bio_SW_2017_5-C,SW,225.27066929133855,440.73982939632543,3.0,235.8938238188976,1.0,
2017,46,46.77927800102402,-117.08706400000133,CE46_Bio_SW_2017_6-C,SW,281.4550524934383,503.4858923884514,3.6,291.3200049212598,1.0,
2017,47,46.77936300102523,-117.08664599999709,CE47_Bio_SW_2017_7-C,SW,312.21292650918633,576.4845800524935,3.4,324.96444389763775,1.0,
2017,48,46.779333001021534,-117.08622800000366,CE48_Bio_SW_2017_8-C,SW,294.16830708661416,611.7536089238845,3.4,305.2777641076115,1.0,
2017,49,46.77923800102054,-117.08581000000353,CE49_Bio_SW_2017_9-C,SW,403.6663385826771,842.642716535433,3.6,442.718873031496,1.0,
2017,50,46.779321227778425,-117.08533552848378,CE50_Bio_SW_2017_10-C,SW,331.89796587926503,651.9438976377953,4.1,345.55167322834643,1.0,
2017,51,46.77919681234803,-117.0849635131284,CE51_Bio_SW_2017_11-C,SW,350.35269028871386,655.634842519685,5.2,362.7271571522309,1.0,
2017,52,46.779293001021166,-117.08455600000421,CE52_Bio_SW_2017_12-C,SW,361.8356299212598,745.8579396325459,1.6,380.3546177821522,1.0,
2017,53,46.779246001024674,-117.08413800000488,CE53_Bio_SW_2017_13-C,SW,350.7627952755905,685.9826115485564,4.5,361.99311023622045,1.0,
2017,54,46.779309001024835,-117.08372000000635,CE54_Bio_SW_2017_14-C,SW,502.0915354330708,1000.1230314960628,4.7,527.5497867454068,1.0,
2017,55,46.779230001025475,-117.08330200000303,CE55_Bio_SW_2017_15-C,SW,323.69586614173227,614.2142388451443,4.9,341.67765748031496,1.0,
2017,56,46.77931127778716,-117.08290190849362,CE56_Bio_SW_2017_16-C,SW,294.9885170603674,588.377624671916,2.4,312.13964074803147,1.0,
2017,57,46.779336001025655,-117.08246600000186,CE57_Bio_SW_2017_17-C,SW,208.86646981627297,377.1735564304462,5.0,220.12282644356958,1.0,
2017,58,46.77913800101975,-117.08204799999758,CE58_Bio_SW_2017_18-C,SW,358.96489501312334,750.3690944881889,4.8,377.771530511811,1.0,
2017,59,46.779252442834974,-117.08160014682892,CE59_Bio_SW_2017_19-C,SW,443.44652230971127,877.5016404199474,4.9,460.3800853018372,1.0,
2017,60,46.77927900102156,-117.08121199999873,CE60_Bio_SW_2017_20-C,SW,384.80150918635167,828.2890419947506,5.7,394.32431102362204,1.0,
2017,61,46.779135001022304,-117.08079400000462,CE61_Bio_SW_2017_21-C,SW,288.8369422572178,608.4727690288714,5.2,302.88135662729655,1.0,
2017,62,46.779418467138896,-117.08039988336847,CE62_Bio_SW_2017_22-C,SW,489.7883858267716,1024.3192257217847,5.1,510.17642716535426,1.0,
2017,63,46.77936900102668,-117.07995799999695,CE63_Bio_SW_2017_23-C,SW,347.07185039370074,755.7004593175852,4.5,366.4222440944882,1.0,
2017,64,46.77933300102429,-117.07954000000169,CE64_Bio_SW_2017_24-C,SW,422.94127296587925,846.7437664041994,4.4,437.2499589895013,1.0,
2017,65,46.77925400102197,-117.07912199999477,CE65_Bio_SW_2017_25-C,SW,261.77001312335955,569.1026902887139,1.9,277.27107939632543,1.0,
2017,66,46.77928646339434,-117.07873384588419,CE66_Bio_SW_2017_26-C,SW,495.1197506561679,1032.931430446194,3.9,520.7758366141732,1.0,
2017,67,46.77927100101888,-117.07828600000164,CE67_Bio_SW_2017_27-C,SW,321.2352362204724,686.8028215223097,3.4,342.4140009842519,1.0,
2017,68,46.7794390010198,-117.08823100000458,CE68_Bio_SW_2017_3-D,SW,210.5068897637795,423.9255249343832,2.7,218.5282972440945,1.0,
2017,69,46.7794140010249,-117.08781300000264,CE69_Bio_SW_2017_4-D,SW,390.54297900262463,724.5324803149606,3.1,408.4105150918635,1.0,
2017,70,46.77958700102571,-117.08739500000026,CE70_Bio_SW_2017_5-D,SW,230.60203412073488,446.0711942257218,4.5,238.42027559055117,1.0,
2017,71,46.77956400101863,-117.08697699999824,CE71_Bio_SW_2017_6-D,SW,288.01673228346453,565.0016404199475,3.0,301.90637303149606,1.0,
2017,72,46.77964900102159,-117.08655900000242,CE72_Bio_SW_2017_7-D,SW,342.15059055118104,645.7923228346457,1.6,354.43065124671915,1.0,
2017,73,46.77963696849656,-117.08617245559954,CE73_Bio_SW_2017_8-D,SW,355.27395013123356,654.404527559055,3.6,371.2621801181102,1.0,
2017,74,46.779509631656964,-117.08569155033034,CE74_Bio_SW_2017_9-D,SW,331.07775590551176,683.5219816272966,3.2,343.9381971784777,1.0,
2017,75,46.77964200101921,-117.08530500000029,CE75_Bio_SW_2017_10-D,SW,306.47145669291336,583.8664698162729,3.1,318.2308891076115,1.0,
2017,76,46.7794900010247,-117.08488699999921,CE76_Bio_SW_2017_11-D,SW,449.59809711286084,924.6637139107611,2.3,476.02386811023615,1.0,
2017,77,46.779579001024224,-117.0844690000068,CE77_Bio_SW_2017_12-D,SW,420.890748031496,846.3336614173227,3.9,445.9530019685039,1.0,
2017,78,46.77953200101814,-117.08405100000479,CE78_Bio_SW_2017_13-D,SW,433.19389763779526,828.2890419947506,3.1,458.2112040682414,1.0,
2017,79,46.77959500102118,-117.08363299999755,CE79_Bio_SW_2017_14-D,SW,383.9812992125984,821.7273622047244,2.0,406.6258612204724,1.0,
2017,80,46.779516001022834,-117.08321500000358,CE80_Bio_SW_2017_15-D,SW,420.07053805774274,853.7155511811022,4.7,442.22580380577426,1.0,
2017,81,46.779585001019775,-117.08279699999851,CE81_Bio_SW_2017_16-D,SW,314.2634514435695,623.646653543307,1.1,329.07406496062987,1.0,
2017,82,46.779622001020755,-117.08237900000391,CE82_Bio_SW_2017_17-D,SW,272.8428477690288,540.395341207349,4.0,,1.0,
2017,83,46.77942400102188,-117.08196100000332,CE83_Bio_SW_2017_18-D,SW,354.04363517060364,711.4091207349081,4.4,372.08140583989496,1.0,
2017,84,46.77956300102359,-117.08154300000304,CE84_Bio_SW_2017_19-D,SW,357.7345800524934,752.8297244094488,1.7,380.4660433070866,1.0,
2017,85,46.77956500101966,-117.08112500000223,CE85_Bio_SW_2017_20-D,SW,404.896653543307,804.0928477690288,3.3,425.1294291338582,1.0,
2017,86,46.779421001024716,-117.08070700000383,CE86_Bio_SW_2017_21-D,SW,382.3408792650918,807.373687664042,4.1,405.56643700787396,1.0,
2017,87,46.77968400102237,-117.0802889999944,CE87_Bio_SW_2017_22-D,SW,375.7791994750656,770.4642388451443,4.7,396.24811351706035,1.0,
2017,88,46.7796550010204,-117.07987100000196,CE88_Bio_SW_2017_23-D,SW,355.6840551181102,701.9767060367454,2.0,375.81057250656164,1.0,
2017,89,46.77960671544094,-117.07944701867758,CE89_Bio_SW_2017_24-D,SW,377.0095144356955,758.5711942257218,4.8,398.53063484251965,1.0,
2017,90,46.779540001024586,-117.07903500000195,CE90_Bio_SW_2017_25-D,SW,431.143372703412,859.4570209973753,4.5,456.3336614173228,1.0,
2017,91,46.77955200102494,-117.0786169999976,CE91_Bio_SW_2017_26-D,SW,379.0600393700787,760.2116141732283,4.5,392.11122047244095,1.0,
2017,92,46.77955700102374,-117.07819899999582,CE92_Bio_SW_2017_27-D,SW,375.7791994750656,761.8520341207349,4.4,396.9075213254593,1.0,
2017,93,46.779494001021874,-117.07778100000587,CE93_Bio_SW_2017_28-D,SW,300.31988188976374,771.2844488188977,1.7,318.2137467191601,1.0,
2017,94,46.779658001019584,-117.07736299999466,CE94_Bio_SW_2017_29-D,SW,155.5528215223097,376.7634514435696,4.0,164.3251722440945,1.0,
2017,95,46.7797168211018,-117.0880730425438,CE95_Bio_SW_2017_3-E,SW,362.24573490813646,514.9688320209974,4.5,371.7372047244094,1.0,"Dried total biomass value should be replaced with 1529, see orginal note at end of DET in red. "
2017,96,46.77970000102484,-117.08766300000228,CE96_Bio_SW_2017_4-E,SW,248.23654855643042,520.3001968503937,4.9,253.86433727034117,1.0,
2017,97,46.779873001026864,-117.08724500000609,CE97_Bio_SW_2017_5-E,SW,267.10137795275585,521.1204068241469,4.0,273.78629429133855,1.0,
2017,98,46.77985000102186,-117.0868270000029,CE98_Bio_SW_2017_6-E,SW,342.97080052493436,628.9780183727034,3.9,352.4244586614173,1.0,
2017,99,46.779935001021464,-117.08640899999496,CE99_Bio_SW_2017_7-E,SW,303.19061679790025,596.5797244094488,3.8,311.73683562992125,1.0,
2017,100,46.77990500101876,-117.08599100000292,CE100_Bio_SW_2017_8-E,SW,287.6066272965879,555.5692257217847,4.6,298.3799622703412,1.0,
2017,101,46.77981000102529,-117.08557300000022,CE101_Bio_SW_2017_9-E,SW,254.38812335958002,504.30610236220474,4.2,260.8455954724409,1.0,
2017,102,46.779928001022185,-117.08515500000097,CE102_Bio_SW_2017_10-E,SW,363.0659448818897,789.7391732283464,4.9,369.91912729658793,1.0,
2017,103,46.7797760010183,-117.0847370000023,CE103_Bio_SW_2017_11-E,SW,409.8179133858267,800.8120078740158,4.6,432.4584563648293,1.0,
2017,104,46.77988297285482,-117.08434521729102,CE104_Bio_SW_2017_12-E,SW,280.2247375328084,,4.9,296.2265419947506,1.0,"Dried total biomass data missing, not present in any DET version"
2017,105,46.779818001020466,-117.08390099999761,CE105_Bio_SW_2017_13-E,SW,340.92027559055117,651.123687664042,2.2,359.29826935695536,1.0,
2017,106,46.77988100102125,-117.08348299999984,CE106_Bio_SW_2017_14-E,SW,402.43602362204723,802.8625328083989,4.7,425.4262631233595,1.0,
2017,107,46.77980200101883,-117.08306500000262,CE107_Bio_SW_2017_15-E,SW,,,,,0.0,"No crop at this location, sample not taken."
2017,108,46.77987100102221,-117.08264700000353,CE108_Bio_SW_2017_16-E,SW,463.9517716535433,908.2595144356955,1.9,490.9054297900262,1.0,
2017,109,46.779879766154906,-117.08219347622689,CE109_Bio_SW_2017_17-E,SW,360.19520997375326,848.3841863517059,4.3,381.3002788713911,1.0,
2017,110,46.77967045146464,-117.08175330907534,CE110_Bio_SW_2017_18-E,SW,367.57709973753276,756.5206692913385,5.0,388.5324393044619,1.0,
2017,111,46.77984900102093,-117.08139300000535,CE111_Bio_SW_2017_19-E,SW,304.8310367454068,608.882874015748,2.4,320.71862696850394,1.0,
2017,112,46.779851001026834,-117.08097499999963,CE112_Bio_SW_2017_20-E,SW,342.15059055118104,728.633530183727,4.4,354.7917896981627,1.0,
2017,113,46.779690627313805,-117.08053908579693,CE113_Bio_SW_2017_21-E,SW,271.6125328083989,601.5009842519685,1.3,288.35203412073486,1.0,
2017,114,46.77997000102541,-117.08013900000395,CE114_Bio_SW_2017_22-E,SW,234.29297900262463,475.18864829396324,5.7,240.15108267716533,1.0,
2017,115,46.77992462718727,-117.07970308597861,CE115_Bio_SW_2017_23-E,SW,286.37631233595795,616.2647637795276,4.2,301.26267224409446,1.0,
2017,116,46.779905001025085,-117.07930300000693,CE116_Bio_SW_2017_24-E,SW,286.37631233595795,620.7759186351706,4.3,303.20316601049865,1.0,
2017,117,46.779826001019714,-117.07888500000614,CE117_Bio_SW_2017_25-E,SW,357.32447506561675,699.1059711286089,4.9,375.65567585301835,1.0,
2017,118,46.77983800102041,-117.07846699999533,CE118_Bio_SW_2017_26-E,SW,351.99311023622045,731.9143700787401,4.2,,1.0,
2017,119,46.7798266350497,-117.0780191599871,CE119_Bio_SW_2017_27-E,SW,405.71686351706035,873.8106955380576,2.2,,1.0,
2017,120,46.779780001022154,-117.07763099999524,CE120_Bio_SW_2017_28-E,SW,327.386811023622,668.3480971128608,4.4,344.59534940944883,1.0,
2017,121,46.77994400102152,-117.07721300000188,CE121_Bio_SW_2017_29-E,SW,184.26017060367454,382.50492125984255,3.2,196.46567421259843,1.0,
2017,122,46.77998600102316,-117.0876990000053,CE122_Bio_SW_2017_4-F,SW,413.9189632545931,741.3467847769028,4.2,424.2904773622047,1.0,
2017,123,46.780159001021815,-117.0872809999952,CE123_Bio_SW_2017_5-F,SW,365.5265748031496,750.3690944881889,5.0,403.9626394356955,1.0,
2017,124,46.78013600102326,-117.08686300000319,CE124_Bio_SW_2017_6-F,SW,354.4537401574803,692.134186351706,4.9,366.83021653543307,1.0,
2017,125,46.78022100102389,-117.08644500000065,CE125_Bio_SW_2017_7-F,SW,359.37499999999994,675.7299868766404,3.8,371.47190780839895,1.0,
2017,126,46.7801838163782,-117.08601127492992,CE126_Bio_SW_2017_8-F,SW,327.386811023622,610.113188976378,4.5,339.84744094488184,1.0,
2017,127,46.7800888163282,-117.08559327501236,CE127_Bio_SW_2017_9-F,SW,340.10006561679785,688.0331364829397,3.7,348.6115485564304,1.0,
2017,128,46.78021400102288,-117.08519100000338,CE128_Bio_SW_2017_10-F,SW,340.5101706036745,653.1742125984251,3.7,357.08923884514434,1.0,
2017,129,46.78006200102293,-117.08477299999444,CE129_Bio_SW_2017_11-F,SW,371.6781496062992,685.9826115485564,5.3,380.4140419947506,1.0,
2017,130,46.78015100101973,-117.084355,CE130_Bio_SW_2017_12-F,SW,351.5830052493438,683.9320866141732,3.6,369.0291584645669,1.0,
2017,131,46.78010400102459,-117.08393700000592,CE131_Bio_SW_2017_13-F,SW,431.143372703412,818.8566272965879,2.9,458.14993438320204,1.0,
2017,132,46.780167001018526,-117.08351899999869,CE132_Bio_SW_2017_14-F,SW,363.0659448818897,626.9274934383202,1.5,372.95890748031496,1.0,
2017,133,46.78008800102537,-117.08310100000111,CE133_Bio_SW_2017_15-F,SW,187.9511154855643,345.5954724409449,2.5,198.62614829396327,1.0,
2017,134,46.78015700102161,-117.0826829999966,CE134_Bio_SW_2017_16-F,SW,427.8625328083989,845.5134514435695,5.4,438.0365403543306,1.0,
2017,135,46.780194001025116,-117.08226500000417,CE135_Bio_SW_2017_17-F,SW,402.43602362204723,806.1433727034121,3.2,430.4494340551181,1.0,
2017,136,46.779996001025395,-117.08184700000054,CE136_Bio_SW_2017_18-F,SW,382.7509842519685,791.379593175853,4.6,404.58074967191595,1.0,
2017,137,46.780147273768776,-117.08145287173868,CE137_Bio_SW_2017_19-F,SW,400.385498687664,772.5147637795276,4.8,422.38152066929126,1.0,
2017,138,46.780137001021494,-117.08101100000735,CE138_Bio_SW_2017_20-F,SW,323.2857611548556,583.8664698162729,4.5,339.84744094488184,1.0,
2017,139,46.779993001020294,-117.08059299999753,CE139_Bio_SW_2017_21-F,SW,274.07316272965875,564.5915354330708,4.2,288.38250492125985,1.0,
2017,140,46.780256001024725,-117.08017500000112,CE140_Bio_SW_2017_22-F,SW,285.5561023622047,557.619750656168,4.3,302.3156988188976,1.0,
2017,141,46.78022700102292,-117.07975700000506,CE141_Bio_SW_2017_23-F,SW,198.61384514435696,430.0770997375328,4.3,208.24417650918636,1.0,
2017,142,46.78019100102029,-117.07933900000059,CE142_Bio_SW_2017_24-F,SW,263.82053805774274,581.8159448818898,4.1,281.53592519685037,1.0,
2017,143,46.78010382020986,-117.07890309813182,CE143_Bio_SW_2017_25-F,SW,281.04494750656164,585.0967847769028,2.9,294.5410104986876,1.0,
2017,144,46.7801240010206,-117.07850299999723,CE144_Bio_SW_2017_26-F,SW,276.5337926509186,596.9898293963255,4.2,292.37979822834643,1.0,
2017,145,46.780129001025166,-117.07808499999919,CE145_Bio_SW_2017_27-F,SW,314.6735564304462,728.2234251968504,2.8,335.29941765091866,1.0,
2017,146,46.78006600102689,-117.07766699999833,CE146_Bio_SW_2017_28-F,SW,245.77591863517057,523.5810367454068,3.2,262.3576525590551,1.0,
2017,147,46.78023000102337,-117.07724899999799,CE147_Bio_SW_2017_29-F,SW,215.01804461942254,424.33562992125985,3.6,226.56237696850394,1.0,
2017,148,46.780004001021396,-117.07683099999667,CE148_Bio_SW_2017_30-F,SW,340.10006561679785,682.2916666666666,2.6,352.5868192257218,1.0,
2017,149,46.78042200102673,-117.08710299999959,CE149_Bio_SW_2017_6-G,SW,414.73917322834643,765.132874015748,2.7,429.7167814960629,1.0,
2017,150,46.78050700102656,-117.08668499999581,CE150_Bio_SW_2017_7-G,SW,450.82841207349077,887.3441601049867,4.0,464.67581200787396,1.0,
2017,151,46.780455443251945,-117.08622506234202,CE151_Bio_SW_2017_8-G,SW,403.6663385826771,732.7345800524935,5.0,418.51111384514434,1.0,
2017,152,46.78037121813405,-117.08583326918172,CE152_Bio_SW_2017_9-G,SW,330.66765091863516,615.0344488188977,4.8,339.7867864173228,1.0,
2017,153,46.78050000101819,-117.08543099999457,CE153_Bio_SW_2017_10-G,SW,359.7851049868766,679.4209317585302,5.0,370.8979248687664,1.0,
2017,154,46.7803480010202,-117.08501300000374,CE154_Bio_SW_2017_11-G,SW,504.142060367454,928.3546587926508,3.5,519.5648786089238,1.0,
2017,155,46.78043700102502,-117.08459499999967,CE155_Bio_SW_2017_12-G,SW,287.6066272965879,555.1591207349081,4.8,292.9683809055118,1.0,
2017,156,46.78039000102665,-117.08417700000633,CE156_Bio_SW_2017_13-G,SW,485.2772309711286,899.2372047244094,3.4,496.32804297900253,1.0,
2017,157,46.78045300102088,-117.08375900000476,CE157_Bio_SW_2017_14-G,SW,241.38779527559055,544.4963910761155,1.8,255.4126476377953,1.0,
2017,158,46.780374001026104,-117.08334099999651,CE158_Bio_SW_2017_15-G,SW,218.29888451443566,457.55413385826773,0.9,227.14517716535434,1.0,
2017,159,46.78044300102234,-117.08292299999815,CE159_Bio_SW_2017_16-G,SW,274.4832677165354,585.5068897637796,3.1,290.8629429133858,1.0,
2017,160,46.78048000101844,-117.08250500000041,CE160_Bio_SW_2017_17-G,SW,331.4878608923884,638.8205380577427,2.4,351.42236712598424,1.0,
2017,161,46.780282001023004,-117.08208700000667,CE161_Bio_SW_2017_18-G,SW,552.1243438320209,1019.3979658792649,3.8,568.5084891732283,1.0,
2017,162,46.78040872831888,-117.08164512808385,CE162_Bio_SW_2017_19-G,SW,406.9471784776903,803.6827427821522,4.0,419.73445702099735,1.0,
2017,163,46.78042300101895,-117.08125099999985,CE163_Bio_SW_2017_20-G,SW,337.639435695538,638.8205380577427,4.8,355.6873769685039,1.0,
2017,164,46.78027900101937,-117.08083300000449,CE164_Bio_SW_2017_21-G,SW,369.21751968503935,734.7851049868766,1.5,392.07800196850394,1.0,
2017,165,46.78054200102314,-117.080415,CE165_Bio_SW_2017_22-G,SW,397.9248687664042,729.0436351706037,4.7,412.163467847769,1.0,
2017,166,46.78051300102622,-117.07999700000614,CE166_Bio_SW_2017_23-G,SW,235.9333989501312,458.78444881889766,4.5,247.27854330708658,1.0,
2017,167,46.78047700101982,-117.07957899999899,CE167_Bio_SW_2017_24-G,SW,315.0836614173228,660.5561023622047,2.8,331.7003362860892,1.0,
2017,168,46.78039800102211,-117.07916100000034,CE168_Bio_SW_2017_25-G,SW,228.14140419947503,470.26738845144354,4.3,242.41166338582676,1.0,
2017,169,46.78041000102136,-117.07874299999948,CE169_Bio_SW_2017_26-G,SW,273.66305774278214,552.2883858267717,4.2,289.714936023622,1.0,
2017,170,46.78041500102012,-117.07832499999782,CE170_Bio_SW_2017_27-G,SW,256.0285433070866,493.64337270341207,4.9,257.3945209973753,1.0,
2017,171,46.78035200101943,-117.07790700000515,CE171_Bio_SW_2017_28-G,SW,199.84416010498688,464.93602362204723,1.6,212.07623851706037,1.0,
2017,172,46.78051600102017,-117.07748900000142,CE172_Bio_SW_2017_29-G,SW,267.5114829396325,584.2765748031496,2.0,282.0052083333333,1.0,
2017,173,46.780290001023914,-117.0770710000034,CE173_Bio_SW_2017_30-G,SW,220.7595144356955,427.2063648293963,4.3,232.6495242782152,1.0,
2017,174,46.780414001018336,-117.07665300000482,CE174_Bio_SW_2017_31-G,SW,399.5652887139107,819.2667322834645,5.4,419.14997539370074,1.0,
2017,175,46.78070800102306,-117.08687899999964,CE175_Bio_SW_2017_6-H,SW,420.07053805774274,834.0305118110236,4.8,433.86528051181097,1.0,
2017,176,46.780800969857545,-117.08647677946803,CE176_Bio_SW_2017_7-H,SW,373.7286745406824,664.6571522309711,4.6,387.3231217191601,1.0,
2017,177,46.780763001021384,-117.08604300000437,CE177_Bio_SW_2017_8-H,SW,395.0541338582677,757.3408792650919,4.1,410.01197506561675,1.0,
2017,178,46.78066800102458,-117.08562500000122,CE178_Bio_SW_2017_9-H,SW,220.34940944881888,461.6551837270341,4.5,227.34744094488184,1.0,
2017,179,46.78078600102208,-117.08520700000177,CE179_Bio_SW_2017_10-H,SW,346.2516404199475,699.9261811023622,4.4,355.67843667979,1.0,
2017,180,46.78063400102345,-117.08478899999893,CE180_Bio_SW_2017_11-H,SW,238.80413385826768,456.3238188976378,4.3,245.96153215223097,1.0,
2017,181,46.780723001024384,-117.08437100000695,CE181_Bio_SW_2017_12-H,SW,389.72276902887137,798.7614829396325,3.9,407.6508366141732,1.0,
