HarvestYear,ID2,Latitude,Longitude,SampleID,Crop,GrainYieldDryPerArea,GrainYield125PerArea,BiomassDryPerArea,GrainTestWeight,GrainMoisture,GrainProtein,GrainStarch,GrainGluten,CropExists,Comments
2017,21,46.77884200102199,-117.08764599999786,CE21_Bio_SW_2017_4-B,SW,365.5265748031496,401.7782203494094,686.8028215223097,857.6,3.7,9.6,70.5,19.0,1.0,
2017,22,46.779015001024526,-117.08722800000714,CE22_Bio_SW_2017_5-B,SW,334.3585958005249,347.832200418307,678.6007217847769,,1.1,11.1,68.8,18.6,1.0,
2017,23,46.77900277981173,-117.08683096836735,CE23_Bio_SW_2017_6-B,SW,300.31988188976374,302.95192544291336,592.888779527559,,4.6,10.8,72.9,20.1,1.0,
2017,24,46.77907700102243,-117.08639199999817,CE24_Bio_SW_2017_7-B,SW,361.01541994750653,374.23177595964563,683.11187664042,,3.7,9.6,71.8,19.1,1.0,
2017,25,46.77904700102568,-117.08597400000161,CE25_Bio_SW_2017_8-B,SW,348.30216535433067,361.4912340059055,729.8638451443569,,4.6,10.8,73.1,22.4,1.0,
2017,26,46.77895200101939,-117.08555600000317,CE26_Bio_SW_2017_9-B,SW,336.81922572178473,351.71918061023615,627.7477034120735,,2.8,11.3,69.1,19.2,1.0,
2017,27,46.77906282015732,-117.08511703761309,CE27_Bio_SW_2017_10-B,SW,317.134186351706,332.01281065452747,660.9662073490814,,5.1,10.7,78.6,20.4,1.0,
2017,28,46.778918001019214,-117.08472000000046,CE28_Bio_SW_2017_11-B,SW,276.5337926509186,290.79607529527556,517.0193569553805,,4.4,11.1,73.2,20.1,1.0,
2017,29,46.77900700102105,-117.08430200000568,CE29_Bio_SW_2017_12-B,SW,240.8546587926509,252.775375246063,470.6774934383202,,4.6,10.6,78.2,20.1,1.0,
2017,30,46.77896000102163,-117.08388400000464,CE30_Bio_SW_2017_13-B,SW,263.82053805774274,278.10771407480314,551.4681758530184,,3.6,11.9,70.6,20.3,1.0,
2017,31,46.77902300102438,-117.08346599999722,CE31_Bio_SW_2017_14-B,SW,303.19061679790025,317.91981422244095,607.2424540682415,,3.8,11.9,70.9,20.1,1.0,
2017,32,46.7789440010205,-117.08304799999878,CE32_Bio_SW_2017_15-B,SW,277.7641076115485,292.5246370570866,561.7208005249344,,2.2,12.0,68.9,19.3,1.0,
2017,33,46.77901300102674,-117.08263000000113,CE33_Bio_SW_2017_16-B,SW,224.86056430446192,237.28701710137793,476.0088582677165,,4.1,13.3,69.6,21.8,1.0,"Test Weight needs to be corrected from 56,8 to 56.8"
2017,34,46.77905000102482,-117.08221199999544,CE34_Bio_SW_2017_17-B,SW,356.0941601049868,365.68234805610234,797.9412729658792,,5.9,9.2,73.6,19.8,1.0,
2017,35,46.77885200102648,-117.08179400000633,CE35_Bio_SW_2017_18-B,SW,414.32906824146977,437.19620447834643,826.6486220472441,844.0,4.6,11.2,70.6,20.3,1.0,
2017,36,46.77900736612355,-117.08140584057901,CE36_Bio_SW_2017_19-B,SW,541.8717191601049,565.3969765009842,1074.7621391076113,861.9,3.3,9.3,70.2,18.9,1.0,
2017,37,46.77899300102514,-117.08095799999762,CE37_Bio_SW_2017_20-B,SW,253.1578083989501,266.9621678149606,585.0967847769028,,2.8,12.5,69.5,19.7,1.0,
2017,38,46.77884900101816,-117.08054000000011,CE38_Bio_SW_2017_21-B,SW,415.14927821522303,439.9607683316928,859.0469160104985,846.0,3.9,10.6,68.8,19.3,1.0,
2017,39,46.77911200102652,-117.08012199999816,CE39_Bio_SW_2017_22-B,SW,181.38943569553805,185.7293153297244,390.7070209973753,,3.3,10.5,70.1,19.1,1.0,
2017,40,46.77908300102403,-117.07970400000312,CE40_Bio_SW_2017_23-B,SW,234.7030839895013,246.04918184055117,522.3507217847769,,2.2,9.5,68.9,18.7,1.0,
2017,41,46.77904700101928,-117.07928600000673,CE41_Bio_SW_2017_24-B,SW,381.9307742782152,401.98459030511805,812.2949475065617,851.8,4.6,10.6,75.4,19.9,1.0,
2017,42,46.77911338071858,-117.08870618752239,CE42_Bio_SW_2017_2-C,SW,606.6683070866142,627.7766670767716,1138.3284120734907,868.8,5.0,11.3,75.2,22.1,1.0,
2017,43,46.77915300101901,-117.08831800000553,CE43_Bio_SW_2017_3-C,SW,308.52198162729655,318.1162647637795,549.8277559055118,,3.2,10.6,70.6,19.4,1.0,
2017,44,46.77912800102582,-117.08790000000225,CE44_Bio_SW_2017_4-C,SW,190.82185039370077,198.52789739173227,411.21227034120733,,3.8,11.4,69.5,19.7,1.0,
2017,45,46.77928832933849,-117.08746351328749,CE45_Bio_SW_2017_5-C,SW,225.27066929133855,235.085968257874,440.73982939632543,,3.0,9.6,69.1,18.9,1.0,
2017,46,46.77927800102402,-117.08706400000133,CE46_Bio_SW_2017_6-C,SW,281.4550524934383,290.1162032480314,503.4858923884514,,3.6,10.4,72.7,19.2,1.0,
2017,47,46.77936300102523,-117.08664599999709,CE47_Bio_SW_2017_7-C,SW,312.21292650918633,323.6985420767716,576.4845800524935,,3.4,10.8,70.2,19.4,1.0,
2017,48,46.779333001021534,-117.08622800000366,CE48_Bio_SW_2017_8-C,SW,294.16830708661416,304.0885519192913,611.7536089238845,,3.4,11.1,71.3,19.5,1.0,
2017,49,46.77923800102054,-117.08581000000353,CE49_Bio_SW_2017_9-C,SW,403.6663385826771,440.8894562007874,842.642716535433,852.7,3.6,10.8,70.4,19.6,1.0,
2017,50,46.779321227778425,-117.08533552848378,CE50_Bio_SW_2017_10-C,SW,331.89796587926503,343.917953371063,651.9438976377953,,4.1,10.5,74.3,19.8,1.0,
2017,51,46.77919681234803,-117.0849635131284,CE51_Bio_SW_2017_11-C,SW,350.35269028871386,360.5298351377952,655.634842519685,,5.2,10.3,75.1,20.5,1.0,
2017,52,46.779293001021166,-117.08455600000421,CE52_Bio_SW_2017_12-C,SW,361.8356299212598,379.66867618110234,745.8579396325459,,1.6,11.2,68.9,19.0,1.0,
2017,53,46.779246001024674,-117.08413800000488,CE53_Bio_SW_2017_13-C,SW,350.7627952755905,360.1077294537401,685.9826115485564,,4.5,9.9,69.0,19.3,1.0,
2017,54,46.779309001024835,-117.08372000000635,CE54_Bio_SW_2017_14-C,SW,502.0915354330708,524.6746893454723,1000.1230314960628,863.0,4.7,10.7,74.8,20.3,1.0,
2017,55,46.779230001025475,-117.08330200000303,CE55_Bio_SW_2017_15-C,SW,323.69586614173227,339.73269869586613,614.2142388451443,,4.9,10.2,73.7,19.9,1.0,
2017,56,46.77931127778716,-117.08290190849362,CE56_Bio_SW_2017_16-C,SW,294.9885170603674,311.28912401574803,588.377624671916,,2.4,10.7,69.0,19.1,1.0,
2017,57,46.779336001025655,-117.08246600000186,CE57_Bio_SW_2017_17-C,SW,208.86646981627297,218.84304256889763,377.1735564304462,,5.0,9.9,75.5,19.8,1.0,
2017,58,46.77913800101975,-117.08204799999758,CE58_Bio_SW_2017_18-C,SW,358.96489501312334,375.66695374015745,750.3690944881889,,4.8,8.8,72.9,19.3,1.0,
2017,59,46.779252442834974,-117.08160014682892,CE59_Bio_SW_2017_19-C,SW,443.44652230971127,457.7594272883858,877.5016404199474,863.7,4.9,10.4,76.8,20.1,1.0,
2017,60,46.77927900102156,-117.08121199999873,CE60_Bio_SW_2017_20-C,SW,384.80150918635167,391.69363619586613,828.2890419947506,838.8,5.7,11.5,72.1,22.3,1.0,
2017,61,46.779135001022304,-117.08079400000462,CE61_Bio_SW_2017_21-C,SW,288.8369422572178,301.0465674212598,608.4727690288714,,5.2,9.7,79.4,20.1,1.0,
2017,62,46.779418467138896,-117.08039988336847,CE62_Bio_SW_2017_22-C,SW,489.7883858267716,507.14814530019675,1024.3192257217847,838.4,5.1,10.5,76.3,20.3,1.0,
2017,63,46.77936900102668,-117.07995799999695,CE63_Bio_SW_2017_23-C,SW,347.07185039370074,364.51379490649606,755.7004593175852,,4.5,11.0,72.7,20.1,1.0,
2017,64,46.77933300102429,-117.07954000000169,CE64_Bio_SW_2017_24-C,SW,422.94127296587925,435.02528297244095,846.7437664041994,846.6,4.4,10.5,68.9,19.4,1.0,
2017,65,46.77925400102197,-117.07912199999477,CE65_Bio_SW_2017_25-C,SW,261.77001312335955,276.67567359744095,569.1026902887139,,1.9,11.7,68.8,19.1,1.0,
2017,66,46.77928646339434,-117.07873384588419,CE66_Bio_SW_2017_26-C,SW,495.1197506561679,518.4380997785432,1032.931430446194,832.1,3.9,11.2,70.5,19.9,1.0,
2017,67,46.77927100101888,-117.07828600000164,CE67_Bio_SW_2017_27-C,SW,321.2352362204724,341.08012426181097,686.8028215223097,,3.4,11.9,68.8,19.5,1.0,
2017,68,46.7794390010198,-117.08823100000458,CE68_Bio_SW_2017_3-D,SW,210.5068897637795,217.85659141240157,423.9255249343832,,2.7,11.9,69.1,20.0,1.0,
2017,69,46.7794140010249,-117.08781300000264,CE69_Bio_SW_2017_4-D,SW,390.54297900262463,406.9639056348425,724.5324803149606,854.8,3.1,10.2,70.1,19.1,1.0,
2017,70,46.77958700102571,-117.08739500000026,CE70_Bio_SW_2017_5-D,SW,230.60203412073488,237.1785033218504,446.0711942257218,,4.5,11.2,73.8,20.5,1.0,
2017,71,46.77956400101863,-117.08697699999824,CE71_Bio_SW_2017_6-D,SW,288.01673228346453,300.8724470964567,565.0016404199475,,3.0,11.3,69.3,19.3,1.0,
2017,72,46.77964900102159,-117.08655900000242,CE72_Bio_SW_2017_7-D,SW,342.15059055118104,353.79146161417316,645.7923228346457,,1.6,10.3,68.9,18.6,1.0,
2017,73,46.77963696849656,-117.08617245559954,CE73_Bio_SW_2017_8-D,SW,355.27395013123356,369.7280388779527,654.404527559055,,3.6,10.5,70.4,19.4,1.0,
2017,74,46.779509631656964,-117.08569155033034,CE74_Bio_SW_2017_9-D,SW,331.07775590551176,342.6795029527559,683.5219816272966,,3.2,10.5,70.1,19.3,1.0,
2017,75,46.77964200101921,-117.08530500000029,CE75_Bio_SW_2017_10-D,SW,306.47145669291336,317.1037001722441,583.8664698162729,,3.1,10.4,69.2,19.2,1.0,
2017,76,46.7794900010247,-117.08488699999921,CE76_Bio_SW_2017_11-D,SW,449.59809711286084,474.78197281003935,924.6637139107611,854.4,2.3,11.1,69.5,19.2,1.0,
2017,77,46.779579001024224,-117.0844690000068,CE77_Bio_SW_2017_12-D,SW,420.890748031496,443.9511411171259,846.3336614173227,871.0,3.9,10.7,71.8,19.7,1.0,
2017,78,46.77953200101814,-117.08405100000479,CE78_Bio_SW_2017_13-D,SW,433.19389763779526,456.5881982037401,828.2890419947506,872.3,3.1,10.2,70.4,19.1,1.0,
2017,79,46.77959500102118,-117.08363299999755,CE79_Bio_SW_2017_14-D,SW,383.9812992125984,405.7058932086614,821.7273622047244,826.2,2.0,10.6,69.0,18.9,1.0,
2017,80,46.779516001022834,-117.08321500000358,CE80_Bio_SW_2017_15-D,SW,420.07053805774274,439.8157141978346,853.7155511811022,858.1,4.7,,73.0,19.5,1.0,
2017,81,46.779585001019775,-117.08279699999851,CE81_Bio_SW_2017_16-D,SW,314.2634514435695,328.6678918553149,623.646653543307,,1.1,11.5,68.8,18.9,1.0,
2017,82,46.779622001020755,-117.08237900000391,CE82_Bio_SW_2017_17-D,SW,272.8428477690288,,540.395341207349,,4.0,10.4,72.3,19.4,1.0,
2017,83,46.77942400102188,-117.08196100000332,CE83_Bio_SW_2017_18-D,SW,354.04363517060364,370.18829970472433,711.4091207349081,,4.4,11.0,72.2,19.8,1.0,
2017,84,46.77956300102359,-117.08154300000304,CE84_Bio_SW_2017_19-D,SW,357.7345800524934,379.73635888287396,752.8297244094488,,1.7,11.4,68.9,18.8,1.0,
2017,85,46.77956500101966,-117.08112500000223,CE85_Bio_SW_2017_20-D,SW,404.896653543307,423.5235143946849,804.0928477690288,856.3,3.3,9.2,70.1,18.9,1.0,
2017,86,46.779421001024716,-117.08070700000383,CE86_Bio_SW_2017_21-D,SW,382.3408792650918,403.6489757627952,807.373687664042,796.0,4.1,12.9,69.7,22.4,1.0,
2017,87,46.77968400102237,-117.0802889999944,CE87_Bio_SW_2017_22-D,SW,375.7791994750656,394.08859805610234,770.4642388451443,848.1,4.7,11.5,75.0,21.2,1.0,
2017,88,46.7796550010204,-117.07987100000196,CE88_Bio_SW_2017_23-D,SW,355.6840551181102,374.96032234251965,701.9767060367454,825.2,2.0,12.5,68.9,19.5,1.0,
2017,89,46.77960671544094,-117.07944701867758,CE89_Bio_SW_2017_24-D,SW,377.0095144356955,396.3104084645669,758.5711942257218,851.1,4.8,10.6,71.7,19.9,1.0,
2017,90,46.779540001024586,-117.07903500000195,CE90_Bio_SW_2017_25-D,SW,431.143372703412,453.95692359744095,859.4570209973753,843.8,4.5,10.2,75.5,19.7,1.0,
2017,91,46.77955200102494,-117.0786169999976,CE91_Bio_SW_2017_26-D,SW,379.0600393700787,390.0689745324803,760.2116141732283,,4.5,12.9,70.3,22.6,1.0,
2017,92,46.77955700102374,-117.07819899999582,CE92_Bio_SW_2017_27-D,SW,375.7791994750656,394.88810285433067,761.8520341207349,867.9,4.4,11.3,72.3,20.5,1.0,
2017,93,46.779494001021874,-117.07778100000587,CE93_Bio_SW_2017_28-D,SW,300.31988188976374,317.60345410925197,771.2844488188977,,1.7,12.5,68.8,19.5,1.0,
2017,94,46.779658001019584,-117.07736299999466,CE94_Bio_SW_2017_29-D,SW,155.5528215223097,163.56791338582678,376.7634514435696,,4.0,11.8,70.2,20.1,1.0,
2017,95,46.7797168211018,-117.0880730425438,CE95_Bio_SW_2017_3-E,SW,362.24573490813646,369.8010734498031,514.9688320209974,801.9,4.5,13.4,68.7,24.3,1.0,"Dried total biomass value should be replaced with 1529, see orginal note at end of DET in red. "
2017,96,46.77970000102484,-117.08766300000228,CE96_Bio_SW_2017_4-E,SW,248.23654855643042,252.41924520177162,520.3001968503937,,4.9,11.0,73.7,20.5,1.0,
2017,97,46.779873001026864,-117.08724500000609,CE97_Bio_SW_2017_5-E,SW,267.10137795275585,272.52460629921256,521.1204068241469,,4.0,10.0,73.4,19.3,1.0,
2017,98,46.77985000102186,-117.0868270000029,CE98_Bio_SW_2017_6-E,SW,342.97080052493436,350.8424427903543,628.9780183727034,,3.9,11.4,70.5,20.1,1.0,
2017,99,46.779935001021464,-117.08640899999496,CE99_Bio_SW_2017_7-E,SW,303.19061679790025,310.37460014763775,596.5797244094488,,3.8,10.7,68.8,19.2,1.0,
2017,100,46.77990500101876,-117.08599100000292,CE100_Bio_SW_2017_8-E,SW,287.6066272965879,296.7898929625984,555.5692257217847,,4.6,10.6,75.7,20.0,1.0,
2017,101,46.77981000102529,-117.08557300000022,CE101_Bio_SW_2017_9-E,SW,254.38812335958002,259.5811085137795,504.30610236220474,,4.2,10.5,74.4,19.6,1.0,
2017,102,46.779928001022185,-117.08515500000097,CE102_Bio_SW_2017_10-E,SW,363.0659448818897,367.81340735728344,789.7391732283464,,4.9,10.5,74.2,21.0,1.0,
2017,103,46.7797760010183,-117.0847370000023,CE103_Bio_SW_2017_11-E,SW,409.8179133858267,430.15388164370074,800.8120078740158,854.5,4.6,9.4,77.6,19.4,1.0,
2017,104,46.77988297285482,-117.08434521729102,CE104_Bio_SW_2017_12-E,SW,280.2247375328084,294.5403081938976,,,4.9,9.7,77.6,19.8,1.0,"Dried total biomass data missing, not present in any DET version"
2017,105,46.779818001020466,-117.08390099999761,CE105_Bio_SW_2017_13-E,SW,340.92027559055117,358.402466781496,651.123687664042,,2.2,9.9,69.1,18.7,1.0,
2017,106,46.77988100102125,-117.08348299999984,CE106_Bio_SW_2017_14-E,SW,402.43602362204723,423.10772945374003,802.8625328083989,841.7,4.7,9.6,76.7,19.6,1.0,
2017,107,46.77980200101883,-117.08306500000262,CE107_Bio_SW_2017_15-E,SW,,,,,,,,,0.0,"No crop at this location, sample not taken."
2017,108,46.77987100102221,-117.08264700000353,CE108_Bio_SW_2017_16-E,SW,463.9517716535433,489.85127030019686,908.2595144356955,827.0,1.9,10.3,68.9,18.7,1.0,
2017,109,46.779879766154906,-117.08219347622689,CE109_Bio_SW_2017_17-E,SW,360.19520997375326,379.4061115895669,848.3841863517059,835.0,4.3,13.3,71.4,22.7,1.0,
2017,110,46.77967045146464,-117.08175330907534,CE110_Bio_SW_2017_18-E,SW,367.57709973753276,386.273529773622,756.5206692913385,854.7,5.0,11.4,76.3,21.2,1.0,
2017,111,46.77984900102093,-117.08139300000535,CE111_Bio_SW_2017_19-E,SW,304.8310367454068,319.8447342519685,608.882874015748,,2.4,11.4,69.0,19.1,1.0,
2017,112,46.779851001026834,-117.08097499999963,CE112_Bio_SW_2017_20-E,SW,342.15059055118104,352.9866510826771,728.633530183727,,4.4,12.6,70.1,21.3,1.0,
2017,113,46.779690627313805,-117.08053908579693,CE113_Bio_SW_2017_21-E,SW,271.6125328083989,287.93065637303147,601.5009842519685,,1.3,11.2,68.8,18.7,1.0,
2017,114,46.77997000102541,-117.08013900000395,CE114_Bio_SW_2017_22-E,SW,234.29297900262463,238.54895115649603,475.18864829396324,,5.7,9.1,73.8,19.6,1.0,
2017,115,46.77992462718727,-117.07970308597861,CE115_Bio_SW_2017_23-E,SW,286.37631233595795,299.8022576279527,616.2647637795276,,4.2,13.1,69.7,21.8,1.0,
2017,116,46.779905001025085,-117.07930300000693,CE116_Bio_SW_2017_24-E,SW,286.37631233595795,301.6969580462598,620.7759186351706,,4.3,11.9,71.9,20.5,1.0,
2017,117,46.779826001019714,-117.07888500000614,CE117_Bio_SW_2017_25-E,SW,357.32447506561675,373.5173013041338,699.1059711286089,,4.9,9.2,76.5,19.4,1.0,
2017,118,46.77983800102041,-117.07846699999533,CE118_Bio_SW_2017_26-E,SW,351.99311023622045,,731.9143700787401,,4.2,12.3,70.6,20.7,1.0,
2017,119,46.7798266350497,-117.0780191599871,CE119_Bio_SW_2017_27-E,SW,405.71686351706035,,873.8106955380576,841.2,2.2,9.8,69.1,18.7,1.0,
2017,120,46.779780001022154,-117.07763099999524,CE120_Bio_SW_2017_28-E,SW,327.386811023622,342.84208907480314,668.3480971128608,,4.4,11.7,72.1,20.1,1.0,
2017,121,46.77994400102152,-117.07721300000188,CE121_Bio_SW_2017_29-E,SW,184.26017060367454,195.7466781496063,382.50492125984255,,3.2,13.5,68.7,20.4,1.0,
2017,122,46.77998600102316,-117.0876990000053,CE122_Bio_SW_2017_4-F,SW,413.9189632545931,422.23366756889754,741.3467847769028,873.5,4.2,10.4,72.9,19.8,1.0,
2017,123,46.780159001021815,-117.0872809999952,CE123_Bio_SW_2017_5-F,SW,365.5265748031496,401.6140194389763,750.3690944881889,853.3,5.0,10.7,77.0,21.9,1.0,
2017,124,46.78013600102326,-117.08686300000319,CE124_Bio_SW_2017_6-F,SW,354.4537401574803,364.74207984744095,692.134186351706,,4.9,10.8,73.9,20.6,1.0,
2017,125,46.78022100102389,-117.08644500000065,CE125_Bio_SW_2017_7-F,SW,359.37499999999994,369.8486405019685,675.7299868766404,,3.8,9.6,73.2,19.3,1.0,
2017,126,46.7801838163782,-117.08601127492992,CE126_Bio_SW_2017_8-F,SW,327.386811023622,338.0774021899606,610.113188976378,,4.5,10.5,74.9,19.9,1.0,
2017,127,46.7800888163282,-117.08559327501236,CE127_Bio_SW_2017_9-F,SW,340.10006561679785,347.1296290600393,688.0331364829397,,3.7,11.7,70.4,20.3,1.0,
2017,128,46.78021400102288,-117.08519100000338,CE128_Bio_SW_2017_10-F,SW,340.5101706036745,355.57128137303147,653.1742125984251,,3.7,9.9,72.3,19.3,1.0,
2017,129,46.78006200102293,-117.08477299999444,CE129_Bio_SW_2017_11-F,SW,371.6781496062992,378.0630690206692,685.9826115485564,862.5,5.3,10.9,75.5,21.7,1.0,
2017,130,46.78015100101973,-117.084355,CE130_Bio_SW_2017_12-F,SW,351.5830052493438,367.50424458661416,683.9320866141732,,3.6,9.6,70.5,19.1,1.0,
2017,131,46.78010400102459,-117.08393700000592,CE131_Bio_SW_2017_13-F,SW,431.143372703412,456.63461183562987,818.8566272965879,856.1,2.9,9.3,69.3,18.8,1.0,
2017,132,46.780167001018526,-117.08351899999869,CE132_Bio_SW_2017_14-F,SW,363.0659448818897,372.3289093257874,626.9274934383202,,1.5,9.7,68.8,18.5,1.0,
2017,133,46.78008800102537,-117.08310100000111,CE133_Bio_SW_2017_15-F,SW,187.9511154855643,198.06186946358267,345.5954724409449,,2.5,10.2,69.4,19.0,1.0,
2017,134,46.78015700102161,-117.0826829999966,CE134_Bio_SW_2017_16-F,SW,427.8625328083989,435.27580585629914,845.5134514435695,862.4,5.4,9.6,77.5,20.0,1.0,
2017,135,46.780194001025116,-117.08226500000417,CE135_Bio_SW_2017_17-F,SW,402.43602362204723,428.87413877952747,806.1433727034121,839.5,3.2,11.1,69.7,19.4,1.0,
2017,136,46.779996001025395,-117.08184700000054,CE136_Bio_SW_2017_18-F,SW,382.7509842519685,402.4247354822834,791.379593175853,855.3,4.6,10.2,74.2,19.6,1.0,
2017,137,46.780147273768776,-117.08145287173868,CE137_Bio_SW_2017_19-F,SW,400.385498687664,420.0284202755905,772.5147637795276,853.0,4.8,10.2,76.5,19.8,1.0,
2017,138,46.780137001021494,-117.08101100000735,CE138_Bio_SW_2017_20-F,SW,323.2857611548556,338.0774021899606,583.8664698162729,,4.5,8.6,73.3,19.1,1.0,
2017,139,46.779993001020294,-117.08059299999753,CE139_Bio_SW_2017_21-F,SW,274.07316272965875,286.9845287893701,564.5915354330708,,4.2,10.9,71.9,19.5,1.0,
2017,140,46.780256001024725,-117.08017500000112,CE140_Bio_SW_2017_22-F,SW,285.5561023622047,300.81389948326773,557.619750656168,,4.3,10.3,72.2,19.4,1.0,
2017,141,46.78022700102292,-117.07975700000506,CE141_Bio_SW_2017_23-F,SW,198.61384514435696,207.20969180610237,430.0770997375328,,4.3,12.0,72.3,20.4,1.0,
2017,142,46.78019100102029,-117.07933900000059,CE142_Bio_SW_2017_24-F,SW,263.82053805774274,280.2048628198819,581.8159448818898,,4.1,11.3,72.8,19.7,1.0,
2017,143,46.78010382020986,-117.07890309813182,CE143_Bio_SW_2017_25-F,SW,281.04494750656164,293.5668214812992,585.0967847769028,,2.9,9.3,69.5,18.8,1.0,
2017,144,46.7801240010206,-117.07850299999723,CE144_Bio_SW_2017_26-F,SW,276.5337926509186,290.9624446358267,596.9898293963255,,4.2,11.4,71.2,19.8,1.0,
2017,145,46.780129001025166,-117.07808499999919,CE145_Bio_SW_2017_27-F,SW,314.6735564304462,334.22963828740154,728.2234251968504,,2.8,13.3,69.0,20.3,1.0,
2017,146,46.78006600102689,-117.07766699999833,CE146_Bio_SW_2017_28-F,SW,245.77591863517057,261.3975147637795,523.5810367454068,,3.2,12.4,69.8,19.8,1.0,
2017,147,46.78023000102337,-117.07724899999799,CE147_Bio_SW_2017_29-F,SW,215.01804461942254,225.62616879921256,424.33562992125985,,3.6,11.7,69.5,19.5,1.0,
2017,148,46.780004001021396,-117.07683099999667,CE148_Bio_SW_2017_30-F,SW,340.10006561679785,351.54413754921256,682.2916666666666,,2.6,9.5,69.7,18.8,1.0,
2017,149,46.78042200102673,-117.08710299999959,CE149_Bio_SW_2017_6-G,SW,414.73917322834643,428.3959307332677,765.132874015748,873.3,2.7,11.4,69.3,19.5,1.0,
2017,150,46.78050700102656,-117.08668499999581,CE150_Bio_SW_2017_7-G,SW,450.82841207349077,462.53444881889754,887.3441601049867,846.0,4.0,10.4,72.6,19.5,1.0,
2017,151,46.780455443251945,-117.08622506234202,CE151_Bio_SW_2017_8-G,SW,403.6663385826771,416.07790969488184,732.7345800524935,854.5,5.0,10.5,74.3,20.3,1.0,
2017,152,46.78037121813405,-117.08583326918172,CE152_Bio_SW_2017_9-G,SW,330.66765091863516,337.89382381889754,615.0344488188977,,4.8,11.0,74.9,20.5,1.0,
2017,153,46.78050000101819,-117.08543099999457,CE153_Bio_SW_2017_10-G,SW,359.7851049868766,368.7415415846456,679.4209317585302,,5.0,9.4,75.0,19.7,1.0,
