HarvestYear,ID2,Latitude,Longitude,SampleID,Crop,GrainYieldDryPerArea,BiomassDryPerArea,Comments
1999,27,46.77906282,-117.08511704,,SW,328.43503937007875,760.6952731740686,
1999,28,46.778918,-117.08471999999999,,SW,280.9055118110236,689.2943670502724,
1999,29,46.779007,-117.08430200000001,,SW,278.17913385826773,686.295427013931,
1999,30,46.77896,-117.08388400000001,,SW,272.05216535433067,646.4510686164228,
1999,31,46.779022999999995,-117.08346599999999,,SW,292.1653543307086,694.7698364627497,
1999,32,46.778944,-117.083048,,SW,246.04822834645668,557.3015091863517,
1999,33,46.779013,-117.08263000000001,,SW,150.1427165354331,421.57970175692947,
1999,34,46.77905,-117.08221200000001,,SW,263.0954724409449,629.5086677673355,
1999,35,46.778852,-117.08179399999999,,SW,184.60629921259843,553.4354080638128,
1999,36,46.77900737,-117.08140584,,SW,338.34809494017094,804.3318621405631,
1999,37,46.778993,-117.08095800000001,,SW,,,
1999,38,46.778849,-117.08053999999998,,SW,325.2608267716535,739.4845108919312,
1999,39,46.779112,-117.080122,,SW,,,
1999,40,46.779083,-117.079704,,SW,,,
1999,41,46.779047,-117.07928600000001,,SW,337.60826771653535,853.036870526612,
1999,42,46.77911338,-117.08870619,,SW,347.78051181102364,798.7570638491617,
1999,43,46.779153,-117.08831799999999,,SW,351.44192913385825,776.611480463527,
1999,44,46.779128,-117.0879,,SW,227.8297244094488,556.2062755081007,
1999,45,46.77928833,-117.08746351,,SW,182.9822834645669,482.49835958005247,
1999,46,46.779278000000005,-117.08706399999998,,SW,218.90748031496062,532.5108966661472,
1999,47,46.779363000000004,-117.086646,,SW,255.1673228346457,596.0502526944771,
1999,48,46.779333,-117.086228,,SW,324.69488188976374,746.3957807160896,
1999,49,46.779238,-117.08581000000001,,SW,377.992125984252,945.8279197931868,
1999,50,46.77932123,-117.08533553,,SW,381.14665354330714,870.7358891320348,
1999,51,46.77919681,-117.08496351,,SW,283.48917322834643,694.63847428486,
1999,52,46.779293,-117.084556,,SW,360.62992125984255,902.0793445943739,
1999,53,46.779246,-117.084138,,SW,323.26279527559063,795.6461074195566,
1999,54,46.779309000000005,-117.08372,,SW,257.16535433070857,626.6056901727061,
1999,55,46.77923,-117.083302,,SW,235.3198818897638,595.0575271463043,
1999,56,46.77931128,-117.08290191,,SW,326.86023622047236,770.6453573426272,
1999,57,46.779336,-117.082466,,SW,228.7942913385827,588.9846437581225,
1999,58,46.779138,-117.082048,,SW,291.26476377952764,698.3540227757039,
1999,59,46.77925244,-117.08160015,,SW,161.82578740157481,487.5256455714774,
1999,60,46.779278999999995,-117.08121200000001,,SW,276.3401019597355,677.765480018657,
1999,61,46.779135,-117.080794,,SW,,,
1999,62,46.77941847,-117.08039988,,SW,213.740157480315,627.803726699574,
1999,63,46.779369,-117.079958,,SW,311.1614173228346,762.5528900233624,
1999,64,46.779333,-117.07954,,SW,279.3208661417323,720.5187942638456,
1999,65,46.779253999999995,-117.079122,,SW,311.04330708661416,720.5704664455016,
1999,66,46.77928646,-117.07873385,,SW,295.0246062992126,740.2205577274151,
1999,67,46.779271,-117.078286,,SW,355.0,865.073387021097,
1999,68,46.779439,-117.08823100000001,,SW,302.6919291338583,671.7845153866637,
1999,69,46.779414,-117.08781299999998,,SW,241.5994094488189,553.2254027931845,
1999,70,46.779587,-117.087395,,SW,260.11811023622045,648.4632093402118,
1999,71,46.779564,-117.086977,,SW,190.2657480314961,438.18998427187756,
1999,72,46.779649,-117.08655900000001,,SW,251.94881889763775,574.930877903375,
1999,73,46.77963697,-117.08617246,,SW,288.64665354330714,610.4167252530934,
1999,74,46.77950963,-117.08569155,,SW,368.81397637795266,825.4126507008199,
1999,75,46.779641999999996,-117.085305,,SW,295.5610236220473,713.427786987153,
1999,76,46.77949,-117.08488700000001,,SW,318.2185039370079,692.0192584686295,
1999,77,46.779579,-117.084469,,SW,238.96653543307085,583.98961592683,
1999,78,46.779532,-117.084051,,SW,320.9744094488189,809.4580962193097,
1999,79,46.779595,-117.083633,,SW,222.21456692913387,556.4093114814136,
1999,80,46.779516,-117.083215,,SW,305.42322834645665,717.7786539061356,
1999,81,46.779585,-117.082797,,SW,299.80807086614175,704.3355815312909,
1999,82,46.779621999999996,-117.082379,,SW,203.86811023622047,492.1940024479803,
1999,83,46.779424,-117.081961,,SW,209.75885826771653,507.33836584938024,
1999,84,46.779563,-117.081543,,SW,209.0452755905512,524.4554600441381,
1999,85,46.779565000000005,-117.081125,,SW,256.7814960629921,651.0802685729238,
1999,86,46.779421,-117.080707,,SW,259.242125984252,693.5398230088497,
1999,87,46.779684,-117.080289,,SW,233.28248031496062,560.2245837434383,
1999,88,46.779655,-117.079871,,SW,222.86909448818898,571.3981000777103,
1999,89,46.77960671,-117.07944702,,SW,224.58169291338584,593.0068290699276,
1999,90,46.779540000000004,-117.079035,,SW,239.3307086614173,611.0648768637961,
1999,91,46.779552,-117.078617,,SW,317.8986220472441,777.5309749884204,
1999,92,46.779557000000004,-117.078199,,SW,358.83366141732284,798.812460546862,
1999,93,46.779494,-117.077781,,SW,290.63484251968504,717.0344120244317,
1999,94,46.779658000000005,-117.07736299999999,,SW,194.06496062992127,561.0918081775923,
1999,95,46.77971682,-117.08807304,,SW,290.0147637795275,698.8358899123459,
1999,96,46.7797,-117.08766299999999,,SW,337.0423228346457,778.6171160322604,
1999,97,46.779872999999995,-117.087245,,SW,266.6486220472441,625.535647247945,
1999,98,46.77985,-117.086827,,SW,272.24409448818903,648.6863330724633,
1999,99,46.779934999999995,-117.086409,,SW,256.92913385826773,581.0874594065574,
1999,100,46.779905,-117.08599099999999,,SW,278.3120078740157,683.295960993737,
1999,101,46.77981,-117.085573,,SW,240.0295275590551,573.8788347357438,
1999,102,46.779928000000005,-117.085155,,SW,189.53248031496062,510.45935248785383,
1999,103,46.779776,-117.08473700000002,,SW,240.69881889763784,602.9390490408498,
1999,104,46.77988297,-117.08434522,,SW,312.44586614173227,790.3871913717619,
1999,105,46.779818,-117.083901,,SW,213.4680580782501,549.4354575778397,
1999,106,46.779881,-117.083483,,SW,272.4753937007874,667.7137240862282,
1999,107,46.779802000000004,-117.08306499999999,,SW,215.75370160859654,554.1007534300625,
1999,108,46.779871,-117.082647,,SW,285.1377952755905,764.2434184363319,
1999,109,46.77987977,-117.08219348,,SW,341.66830708661416,816.6602620343212,
1999,110,46.77967045,-117.08175331,,SW,197.0177165354331,546.8409033795824,
1999,111,46.779849,-117.08139299999999,,SW,193.41535433070862,518.1787684747062,
1999,112,46.779851,-117.080975,,SW,259.9311023622047,621.9509502461826,
1999,113,46.77969063,-117.08053909,,SW,231.50590551181102,548.6809621553715,
1999,114,46.77997,-117.08013899999999,,SW,167.38681102362204,419.0635936132984,
1999,115,46.77992463,-117.07970309,,SW,251.86023622047242,701.7154425858764,
1999,116,46.779905,-117.079303,,SW,227.95275590551182,616.7161086944552,
1999,117,46.779826,-117.07888500000001,,SW,280.1870078740157,682.9231472546364,
1999,118,46.779838,-117.07846699999999,,SW,212.90846456692915,583.0629048375835,
1999,119,46.77982663,-117.07801916,,SW,270.99901574803147,702.520307983654,
1999,120,46.77978,-117.07763100000001,,SW,262.2736220472441,719.9311326003605,
1999,121,46.779944,-117.07721299999999,,SW,126.9242125984252,353.9802847033361,
1999,122,46.779986,-117.087699,,SW,362.52460629921256,871.5661221695113,
1999,123,46.780159000000005,-117.087281,,SW,345.19192913385825,795.1315828867398,
1999,124,46.780136,-117.086863,,SW,256.9537401574803,667.587478460968,
1999,125,46.780221000000004,-117.086445,,SW,267.6377952755906,610.250343168311,
1999,126,46.78018382,-117.08601127,,SW,206.32874015748033,481.2463554306265,
1999,127,46.78008882,-117.08559328,,SW,203.75,601.8497715642109,
1999,128,46.780214,-117.085191,,SW,270.6643700787401,698.5264800984928,
1999,129,46.780062,-117.084773,,SW,235.03444881889763,598.243290832912,
1999,130,46.780151000000004,-117.084355,,SW,232.98215501822062,589.2662685967916,
1999,131,46.780103999999994,-117.083937,,SW,126.01377952755905,354.43481855937455,
1999,132,46.780167,-117.083519,,SW,252.0226377952756,670.5997286656734,
1999,133,46.780088,-117.083101,,SW,287.17027559055117,723.0265144195931,
1999,134,46.780157,-117.082683,,SW,239.4438976377953,634.7988521681269,
1999,135,46.780194,-117.08226499999999,,SW,258.1889763779528,685.6226479272814,
1999,136,46.779996000000004,-117.081847,,SW,299.83759842519686,873.7818274443082,
1999,137,46.78014727,-117.08145287,,SW,283.4005905511811,761.2263247499468,
1999,138,46.780136999999996,-117.081011,,SW,167.97736220472441,435.3692501011485,
1999,139,46.779993,-117.080593,,SW,190.38385826771653,470.9852539016455,
1999,140,46.780256,-117.080175,,SW,180.12795275590548,461.91327475131436,
1999,141,46.780227,-117.079757,,SW,185.71850393700785,612.1196155627606,
1999,142,46.780190999999995,-117.07933899999999,,SW,211.95866141732282,543.0465151909077,
1999,143,46.78010382,-117.07890309999999,,SW,209.54724409448815,629.0987983119757,
1999,144,46.780124,-117.078503,,SW,196.6240157480315,568.3492530564508,
1999,145,46.780128999999995,-117.07808500000002,,SW,185.42322834645668,533.6136478006039,
1999,146,46.780066,-117.07766699999999,,SW,195.11318897637798,528.8305671134754,
1999,147,46.780229999999996,-117.077249,,SW,163.70078740157481,427.4968344796092,
1999,148,46.780004,-117.076831,,SW,257.87401574803147,621.7045213798947,
1999,149,46.780421999999994,-117.087103,,SW,453.4645669291338,1039.2995603674324,
1999,150,46.780507,-117.086685,,SW,340.44291338582667,808.6076591648683,
1999,151,46.78045544,-117.08622506,,SW,255.11318897637798,634.4385885843906,
1999,152,46.78037122,-117.08583327,,SW,228.98129921259843,581.100001308173,
1999,153,46.7805,-117.085431,,SW,130.9793307086614,381.0652316248211,
1999,154,46.780348,-117.08501299999999,,SW,177.63779527559055,476.30122898184925,
1999,155,46.780437,-117.084595,,SW,223.8385826771653,570.6030476916668,
1999,156,46.780390000000004,-117.084177,,SW,286.77657480314963,699.0676790806589,
1999,157,46.780453,-117.08375900000001,,SW,194.73425196850394,511.1973216744256,
1999,158,46.780374,-117.08334099999999,,SW,175.75295275590548,472.4540201444121,
1999,159,46.780443,-117.082923,,SW,204.19291338582678,530.5036803834446,
1999,160,46.78048,-117.082505,,SW,195.1427165354331,512.0310510047318,
1999,161,46.780282,-117.08208700000002,,SW,137.21948818897636,393.80220500829455,
1999,162,46.78040873,-117.08164513,,SW,114.54724409448818,347.52520471045375,
1999,163,46.780423,-117.081251,,SW,118.95669291338581,356.5254635050849,
1999,164,46.780279,-117.08083300000001,,SW,150.54625984251967,421.00388002599664,
1999,165,46.780542,-117.08041499999999,,SW,172.8198818897638,466.46724085691204,
1999,166,46.780513,-117.07999699999999,,SW,195.75787401574797,513.2866674660363,
1999,167,46.780477000000005,-117.07957900000001,,SW,201.79133858267718,525.6017537185115,
1999,168,46.780398,-117.07916100000001,,SW,175.4872047244094,471.91159383312856,
1999,169,46.780409999999996,-117.07874299999999,,SW,120.73326771653544,360.1516838453325,
1999,170,46.780415000000005,-117.078325,,SW,103.1742125984252,324.31136757385514,
1999,171,46.780352,-117.07790700000001,,SW,168.79921259842519,458.26053166582534,
1999,172,46.780516,-117.07748899999999,,SW,191.1072834645669,503.79420701857384,
1999,173,46.78029,-117.07707099999999,,SW,178.2923228346457,477.6372048966774,
1999,174,46.780414,-117.07665300000001,,SW,281.53543307086613,688.369826830344,
1999,175,46.780708000000004,-117.08687900000001,,SW,406.45177165354335,943.3403279286929,
1999,176,46.78080097,-117.08647678,,SW,350.4675196850393,829.0691850182875,
1999,177,46.780763,-117.08604299999999,,SW,265.96456692913387,656.5876629618031,
1999,178,46.780668,-117.085625,,SW,282.9773622047244,691.3129918156417,
1999,179,46.780786,-117.08520700000001,,SW,263.28740157480314,651.1232201222056,
1999,180,46.780634,-117.08478899999999,,SW,267.27854330708664,659.2696597231495,
1999,181,46.780722999999995,-117.08437099999999,,SW,312.3277559055118,751.220964417405,
1999,182,46.78065692,-117.08392119,,SW,229.4438976377953,582.044224887074,
1999,183,46.780739000000004,-117.08353500000001,,SW,354.251968503937,836.7937374882332,
1999,184,46.78066,-117.08311699999999,,SW,188.80413385826768,499.0931789874496,
1999,185,46.780729,-117.082699,,SW,272.6377952755905,670.2085903340349,
1999,186,46.780766,-117.08228100000001,,SW,276.54035433070857,678.1742211645509,
1999,187,46.780568,-117.08186299999998,,SW,122.73622047244095,364.2399710433401,
1999,188,46.780707,-117.081445,,SW,129.89173228346456,378.84530172123465,
1999,189,46.780709,-117.081027,,SW,288.36122047244095,702.3021470849793,
1999,190,46.780565,-117.08060900000001,,SW,218.7942913385827,560.3069927089696,
1999,191,46.780828,-117.08019099999999,,SW,226.1072834645669,575.233761200958,
1999,192,46.780799,-117.079773,,SW,204.89173228346453,531.9300606834863,
1999,193,46.780763,-117.079355,,SW,258.90748031496065,642.1832309177171,
1999,194,46.78066353,-117.07891312,,SW,190.4576771653543,502.46827603543625,
1999,195,46.780696,-117.078519,,SW,164.68011811023618,449.8529238409301,
1999,196,46.780701,-117.078101,,SW,240.62007874015748,604.8562647560551,
1999,197,46.780638,-117.07768300000001,,SW,134.74409448818898,388.74960436800507,
1999,198,46.780802,-117.077265,,SW,249.50787401574803,622.9974113889834,
1999,199,46.780576,-117.076847,,SW,208.7795275590551,539.8655567189312,
1999,200,46.7810531,-117.08662620000001,,SW,340.5068897637795,808.7382432768441,
1999,201,46.781048999999996,-117.086242,,SW,217.3523622047244,557.3638277236716,
1999,202,46.780954,-117.085824,,SW,216.5994094488189,555.8269531750348,
1999,203,46.781071999999995,-117.085406,,SW,192.79035433070862,507.2295736567031,
1999,204,46.78092,-117.084988,,SW,348.0610236220473,824.1572134216642,
1999,205,46.781009000000005,-117.08457,,SW,323.22342519685037,773.4604431800312,
1999,206,46.780962,-117.084152,,SW,243.98622047244086,611.7269980323136,
1999,207,46.78103938,-117.08375497,,SW,284.5029527559056,694.4269206396773,
1999,208,46.780946,-117.083316,,SW,188.14960629921262,497.7572030726216,
1999,209,46.781015000000004,-117.082898,,SW,201.88976377952758,525.8026523523204,
1999,210,46.781052,-117.08248,,SW,333.1889763779527,793.801429853165,
1999,211,46.780854,-117.08206200000001,,SW,216.6141732283465,555.8570879701061,
1999,212,46.780993,-117.081644,,SW,352.53937007874015,833.2981012599613,
1999,213,46.780995000000004,-117.081226,,SW,,,
1999,214,46.780851,-117.080808,,SW,260.17716535433067,644.7748232938496,
1999,215,46.78111806,-117.08043771,,SW,230.65944881889763,584.5253230146118,
1999,216,46.781085,-117.079972,,SW,245.8366141732284,615.5038923479179,
1999,217,46.781048999999996,-117.079554,,SW,265.36909448818903,655.3722262272602,
1999,218,46.78097,-117.079136,,SW,314.2814960629921,755.2088022985083,
1999,219,46.780982,-117.078718,,SW,352.23917322834643,832.6853604268446,
1999,220,46.780986999999996,-117.0783,,SW,351.89468503937013,831.9822152085142,
1999,221,46.780924,-117.077882,,SW,314.65551181102364,755.9722171069814,
1999,222,46.781088000000004,-117.07746399999999,,SW,309.5570866141732,745.5656678756893,
1999,223,46.780862,-117.077046,,SW,219.42421259842519,561.5927439653453,
1999,224,46.780986,-117.076628,,SW,146.11712598425197,411.96344150460374,
1999,225,46.781365,-117.08629499999999,,SW,274.3897637795275,673.7845860158302,
1999,226,46.78132062,-117.08586126,,SW,312.97736220472444,752.5468954005426,
1999,227,46.78122203,-117.08543278,,SW,187.0226377952756,495.45691371551175,
1999,228,46.781358000000004,-117.08504099999999,,SW,65.71850393700787,247.85939247794317,
1999,229,46.781206,-117.084623,,SW,199.2224409448819,520.3582993761038,
1999,230,46.781295,-117.08420500000001,,SW,196.3188976377953,514.4317896787462,
1999,231,46.781248,-117.08378700000002,,SW,166.63385826771653,453.84076172203333,
1999,232,46.78127044,-117.08328225,,SW,151.96358267716536,423.89682035284227,
1999,233,46.781232,-117.082951,,SW,175.59055118110237,472.12253739862774,
1999,234,46.781301,-117.08253300000001,,SW,203.35629921259843,528.7960419960702,
1999,235,46.781338,-117.08211499999999,,SW,154.6702755905512,429.4215327825824,
1999,236,46.78114,-117.08169699999999,,SW,199.53248031496062,520.9911300726011,
1999,237,46.78126348,-117.08124367,,SW,151.03838582677167,422.00837319504024,
1999,238,46.781281,-117.08086100000001,,SW,255.44291338582676,635.1115990076497,
1999,239,46.78115338,-117.08045495,,SW,160.78248031496062,441.8973379421043,
1999,240,46.78144636,-117.08011053,,SW,101.00393700787399,319.8815526983726,
1999,241,46.781371,-117.07960700000001,,SW,331.1122047244095,789.562468679801,
1999,242,46.781335,-117.07918899999999,,SW,327.9872047244095,783.1839370563738,
1999,243,46.781256,-117.078771,,SW,354.3602362204724,837.0147259854227,
1999,244,46.78129255,-117.07838882,,SW,292.5738188976378,710.900608611993,
1999,245,46.781273,-117.07793500000001,,SW,328.0659448818898,783.3446559634208,
1999,246,46.781209999999994,-117.07751699999999,,SW,324.5423228346457,776.1524848730683,
1999,247,46.781374,-117.077099,,SW,334.83759842519686,797.1664819694613,
1999,248,46.78116437,-117.07669891,,SW,303.0364173228346,732.2561333858608,
1999,249,46.781526,-117.08586399999999,,SW,395.2116141732284,920.3977039477361,
1999,250,46.781644,-117.08544599999999,,SW,263.8238188976378,652.2181176764632,
1999,251,46.781492,-117.08502800000001,,SW,154.6456692913386,429.3713081241302,
1999,252,46.78155584,-117.08457853,,SW,158.9714566929134,438.2008030800238,
1999,253,46.781534,-117.08419199999999,,SW,230.63976377952758,584.4851432878502,
1999,254,46.781597,-117.083774,,SW,288.11515748031496,701.7999005004576,
1999,255,46.781518,-117.08335600000001,,SW,244.32578740157481,612.4200983189539,
1999,256,46.781587,-117.08293799999998,,SW,155.28543307086616,430.677149243887,
1999,257,46.781624,-117.08252,,SW,199.8080708661417,521.5536462472655,
1999,258,46.781426,-117.082102,,SW,180.19192913385825,481.51454852918584,
1999,259,46.781565,-117.08168400000001,,SW,179.2765748031496,479.6461912347646,
1999,260,46.781566999999995,-117.08126599999999,,SW,178.46456692913384,477.98877750584256,
1999,261,46.781423,-117.080848,,SW,239.58661417322838,602.7468291010636,
1999,262,46.781686,-117.08043,,SW,237.34251968503932,598.1663402502244,
1999,263,46.781657,-117.08001200000001,,SW,253.46456692913384,631.0735364680943,
1999,264,46.781621,-117.079594,,SW,267.5885826771653,659.9024904196469,
1999,265,46.78153382,-117.0791581,,SW,417.8494094488189,966.6043897237437,
1999,266,46.781554,-117.07875800000001,,SW,313.23818897637796,753.0792767801356,
1999,267,46.781559,-117.07834,,SW,346.51082677165357,820.9930599391766,
1999,268,46.781496000000004,-117.077922,,SW,449.4488188976378,1031.1028961080362,
1999,269,46.781659999999995,-117.077504,,SW,,,
1999,270,46.781434000000004,-117.07708600000001,,SW,339.1929133858268,806.0562465154976,
1999,271,46.781558000000004,-117.076668,,SW,227.7755905511811,578.6389930440159,
1999,272,46.781812,-117.08559,,SW,459.65551181102364,1051.9360844340013,
1999,273,46.781929999999996,-117.085172,,SW,425.72834645669286,982.6863253601324,
1999,274,46.781778,-117.084754,,SW,333.1692913385827,793.7612501264034,
1999,275,46.78187778,-117.08435697,,SW,297.8543307086614,721.6788203158312,
1999,276,46.78182,-117.083918,,SW,158.4498031496063,437.13604032083754,
1999,277,46.781883,-117.0835,,SW,129.06496062992122,377.1577531972413,
1999,278,46.781804,-117.083082,,SW,230.51673228346453,584.2340199955892,
1999,279,46.78185937,-117.08265008,,SW,267.121062992126,658.9482219090556,
1999,280,46.781909999999996,-117.082246,,SW,267.121062992126,658.9482219090556,
1999,281,46.78170481,-117.08181228,,SW,204.16830708661416,530.4534557249923,
1999,282,46.781851,-117.08141,,SW,266.18602362204723,657.0396848878726,
1999,283,46.781853000000005,-117.080992,,SW,215.17224409448818,552.9139229848083,
1999,284,46.781709,-117.080574,,SW,201.41240157480317,524.8282939783479,
1999,285,46.781971999999996,-117.080156,,SW,301.61417322834643,729.3531481273249,
1999,286,46.781943,-117.07973799999999,,SW,396.1811023622047,922.3765554907518,
1999,287,46.781907000000004,-117.07932,,SW,344.30610236220474,816.4929305418611,
1999,288,46.78180208,-117.07886619,,SW,385.82677165354335,901.2420192140735,
1999,289,46.78184,-117.078484,,SW,426.56496062992125,984.3939637475066,
1999,290,46.781845000000004,-117.07806599999999,,SW,277.3277559055118,679.7814102350208,
1999,291,46.781782,-117.077648,,SW,154.8228346456693,429.7329256649858,
1999,292,46.781946000000005,-117.07723,,SW,304.08985144194827,734.4063294952891,
1999,293,46.78172,-117.07681200000002,,SW,276.0236220472441,677.1195033370551,
1999,297,46.782098,-117.085536,,SW,179.2125984251969,479.515607122789,
1999,298,46.782216,-117.085118,,SW,300.46286955447584,727.0031875219004,
1999,299,46.782064,-117.0847,,SW,340.28051181102364,808.2761764190841,
1999,300,46.782153,-117.084282,,SW,263.8090551181102,652.1879828813919,
1999,301,46.782106,-117.08386399999999,,SW,313.125,752.8482433512556,
1999,302,46.78215462,-117.08343026,,SW,349.7883858267716,827.6829844450074,
1999,303,46.78207922,-117.08301227,,SW,289.6456692913385,704.9238742561831,
1999,304,46.782159,-117.08261,,SW,215.57086614173232,553.7275624517335,
1999,305,46.782196,-117.08219199999999,,SW,267.40157480314963,659.5207830154104,
1999,306,46.781998,-117.081774,,SW,232.03740157480317,587.337903887934,
1999,307,46.782137,-117.081356,,SW,305.01968503937013,736.3042408571068,
1999,308,46.782139,-117.08093799999999,,SW,314.17322834645665,754.9878138013185,
1999,309,46.78197702,-117.08049902,,SW,263.74507874015745,652.0573987694161,
1999,310,46.782258,-117.080102,,SW,394.84251968503935,919.6443340709532,
1999,311,46.782229,-117.07968400000001,,SW,451.373031496063,1035.0304643989969,
1999,312,46.78221346,-117.07930181,,SW,401.84547244094483,933.9382718664442,
1999,313,46.782114,-117.078848,,SW,294.03051181102364,713.8739083923622,
1999,314,46.782126,-117.07843000000001,,SW,229.5964566929134,582.3556177694775,
1999,315,46.78214737,-117.07804184,,SW,,,
1999,316,46.782068,-117.07759399999999,,SW,,,
1999,323,46.78249247,-117.08513522,,SW,193.0954724409449,507.8523594215102,
1999,324,46.78235,-117.084751,,SW,235.03937007874015,593.4653122191003,
1999,325,46.782439000000004,-117.084333,,SW,300.47736220472444,727.032768906834,
1999,326,46.782392,-117.08391499999999,,SW,255.45275590551185,635.1316888710307,
1999,327,46.782455,-117.083497,,SW,267.75590551181097,660.2440180971219,
1999,328,46.782376,-117.083079,,SW,295.8366141732283,717.5603983227523,
1999,329,46.78243781,-117.08264527,,SW,309.7490157480315,745.9574202116162,
1999,330,46.782482,-117.08224299999999,,SW,354.7883858267716,837.8886350424907,
1999,331,46.782284000000004,-117.081825,,SW,215.24114173228347,553.0545520284743,
1999,332,46.782423,-117.08140700000001,,SW,286.57480314960634,698.655836881351,
1999,333,46.782425,-117.08098899999999,,SW,343.23326771653547,814.3031354333459,
1999,334,46.782281,-117.08057099999999,,SW,313.70570866141736,754.0335452907271,
1999,335,46.782544,-117.080153,,SW,357.18503937007864,842.7805167757332,
1999,336,46.782515000000004,-117.07973500000001,,SW,370.51181102362204,869.9821917934353,
1999,337,46.782478999999995,-117.07931699999999,,SW,374.8572834645669,878.8518664760907,
1999,338,46.78239455,-117.07889105,,SW,402.48031496062987,935.2340680545105,
1999,348,46.782636,-117.084617,,SW,364.9655511811024,858.6615537783134,
1999,349,46.782725,-117.084199,,SW,224.1979430564914,571.3365489856631,
1999,350,46.782678000000004,-117.083781,,SW,297.0029527559055,719.9410471333856,
1999,351,46.782740999999994,-117.08336299999999,,SW,107.34251968503936,332.8194247156548,
1999,352,46.78264763,-117.08291879,,SW,297.60334645669286,721.166528799619,
1999,353,46.782731,-117.082527,,SW,297.78543307086613,721.5381912721652,
1999,354,46.782768,-117.082109,,SW,286.1811023622047,697.852242346116,
1999,355,46.78257,-117.08169099999999,,SW,346.72736220472433,821.4350369335557,
1999,356,46.782709000000004,-117.081273,,SW,284.5570866141732,694.5374148882719,
1999,357,46.782711,-117.080855,,SW,255.50196850393695,635.232138187935,
1999,358,46.78255608,-117.08041408,,SW,314.83759842519686,756.3438795795275,
1999,359,46.78283,-117.080019,,SW,330.76279527559063,788.8492785297801,
1999,360,46.782801,-117.079601,,SW,322.94783464566933,772.8979270053669,
1999,371,46.78296597,-117.08422983,,SW,188.28248031496062,498.0284162282634,
1999,372,46.782964,-117.083798,,SW,301.0334645669291,728.1678461878532,
1999,373,46.783027000000004,-117.08338,,SW,310.2263779527559,746.9317785855886,
1999,374,46.782948,-117.08296200000001,,SW,353.4005905511811,835.0559643057877,
1999,375,46.78300622,-117.08252827,,SW,281.5846456692913,688.4702761472482,
1999,376,46.783054,-117.082126,,SW,232.52460629921262,588.3323521252872,
1999,377,46.78282132,-117.08165033,,SW,282.8494094488189,691.0518235916905,
1999,378,46.782995,-117.08129,,SW,302.80019685039366,731.7739766647198,
1999,379,46.782996999999995,-117.080872,,SW,327.5492125984252,782.2899381359249,
1999,380,46.782853,-117.080454,,SW,374.64566929133855,878.4199344134018,
1999,381,46.783116,-117.080036,,SW,340.0,807.7036153127292,
1999,394,46.78312585,-117.08390985,,SW,268.4623601202841,661.6859838765334,
1999,395,46.783313,-117.08349799999999,,SW,159.3553149606299,438.98430775187785,
1999,396,46.783234,-117.08308000000001,,SW,156.8996062992126,433.97188683835,
1999,397,46.783303000000004,-117.08266200000001,,SW,219.0994094488189,560.9297784737765,
1999,398,46.78335797,-117.08227546,,SW,257.1161417322835,638.5268757823983,
1999,399,46.783142,-117.081826,,SW,361.6929133858268,851.9816742041733,
1999,400,46.783281,-117.08140800000001,,SW,239.41437007874012,602.3952564918982,
